date_time,station_id,td_avg,airt_avg,rh_avg,winds_avg,winds_max,rain,solarw_avg,soilm10_i,soilt10_i,airt_abovecanopy_avg,airt_belowcanopy_avg,budt,windd_avg,lwspct_wet,airt_f,windd_deg_sd,add_date,mod_date,leaft,rainhr,rainday,winds_mph_avg,site_pressure,sealevel_pressure
3/3/22 0:00,16,27.4,,52,0.8,2.1,0,0,26.65,41.4086,43.8,39.7,37.67,109.9,0,40.4,,3/3/22,3/3/22,36.3146,0,0,,,
3/3/22 0:10,16,27.2,,54,2,2.7,0,0,26.66,41.3744,42.9,39,38.7734,76.45,0,39.7,,3/3/22,3/3/22,36.6188,0,0,,,
3/3/22 0:20,16,26.9,,53,2.3,3.7,0,0,26.67,41.3186,42.8,39.1,38.5808,52.55,0,39.7,,3/3/22,3/3/22,36.5522,0,0,,,
3/3/22 0:30,16,26.8,,51,1.2,2.3,0,0,26.67,41.3276,43.5,38.8,38.6006,19.35,0,39.4,,3/3/22,3/3/22,36.4064,0,0,,,
3/3/22 0:40,16,27,,52,1.6,2.8,0,0,26.66,41.2736,43.5,38.9,38.345,31.35,0,39.3,,3/3/22,3/3/22,36.1022,0,0,,,
3/3/22 0:50,16,27.2,,53,1.3,3.3,0,0,26.66,41.207,43.1,38.2,38.2694,122.9,0,38.8,,3/3/22,3/3/22,36.2228,0,0,,,
3/3/22 1:00,16,27.4,,54,1.3,2.7,0,0,26.66,41.1944,42.8,37.9,37.7636,66.92,0,38.7,,3/3/22,3/3/22,35.8538,0,0,,,
3/3/22 1:10,16,27.2,,56,1.5,2.6,0,0,26.66,41.126,41.9,37.2,36.9068,91,0,38,,3/3/22,3/3/22,35.4272,0,0,,,
3/3/22 1:20,16,27.1,,60,3.3,5.1,0,0,26.65,41.1386,39.7,36.8,37.472,72.98,0,37.4,,3/3/22,3/3/22,35.9726,0,0,,,
3/3/22 1:30,16,27.4,,61,2.8,4.6,0,0,26.65,41.0036,39.7,36.9,37.6088,66.7,0,37.6,,3/3/22,3/3/22,35.4668,0,0,,,
3/3/22 1:40,16,27.2,,59,1.2,2.3,0,0,26.66,40.9964,40.5,37,35.0384,68.4,0,37.4,,3/3/22,3/3/22,33.8342,0,0,,,
3/3/22 1:50,16,27.1,,60,2.2,3,0,0,26.67,41.027,39.7,36.4,36.8186,68.05,0,37,,3/3/22,3/3/22,35.3102,0,0,,,
3/3/22 2:00,16,27.1,,60,2.1,3.2,0,0,26.66,41.0594,39.7,36.4,36.5558,69.72,0,37,,3/3/22,3/3/22,35.3894,0,0,,,
3/3/22 2:10,16,27.1,,61,1.3,2.6,0,0,26.66,40.8254,39.6,36.3,35.7404,84.4,0,36.8,,3/3/22,3/3/22,34.3796,0,0,,,
3/3/22 2:20,16,27.2,,62,2.6,4.2,0,0,26.66,40.9064,39.2,36.3,37.571,74.37,0,36.8,,3/3/22,3/3/22,35.8268,0,0,,,
3/3/22 2:30,16,27.3,,61,2.7,3.6,0,0,26.66,40.8326,39.5,36.7,37.922,53.08,0,37.3,,3/3/22,3/3/22,36.0518,0,0,,,
3/3/22 2:40,16,27.2,,58,0.7,1.9,0,0,26.67,40.7786,40.8,37.4,36.9878,14.61,0,37.9,,3/3/22,3/3/22,35.6648,0,0,,,
3/3/22 2:50,16,27.2,,56,1.5,2.9,0,0,26.67,40.721,41.6,37.5,38.9786,46.58,0,38.2,,3/3/22,3/3/22,37.3766,0,0,,,
3/3/22 3:00,16,27.4,,58,1.9,2.9,0,0,26.67,40.703,41,37.6,37.085,93.5,0,38.3,,3/3/22,3/3/22,36.4424,0,0,,,
3/3/22 3:10,16,27.6,,61,2.2,3.1,0,0,26.66,40.6904,40.1,37.3,37.328,90.5,0,38,,3/3/22,3/3/22,35.9726,0,0,,,
3/3/22 3:20,16,27.8,,62,1.7,3.1,0,0,26.68,40.6796,39.8,37,36.4406,70.66,0,37.6,,3/3/22,3/3/22,35.078,0,0,,,
3/3/22 3:30,16,27.8,,61,0.5,1.3,0,0,26.67,40.595,40.1,36.6,36.8492,43.08,0,37.1,,3/3/22,3/3/22,35.078,0,0,,,
3/3/22 3:40,16,28.2,,61,0.9,1.6,0,0,26.67,40.6004,40.8,36.5,36.7124,4.433,0,37.3,,3/3/22,3/3/22,35.0006,0,0,,,
3/3/22 3:50,16,28.1,,61,1.4,2.6,0,0,26.66,40.4636,40.6,36.4,36.131,105.3,0,37,,3/3/22,3/3/22,34.6136,0,0,,,
3/3/22 4:00,16,27.6,,64,3.1,4.3,0,0,26.67,40.487,38.7,36.1,37.148,80.8,0,36.7,,3/3/22,3/3/22,35.6684,0,0,,,
3/3/22 4:10,16,28,,65,2.7,4.1,0,0,26.67,40.433,38.9,36.5,36.8006,63.35,0,37.2,,3/3/22,3/3/22,35.321,0,0,,,
3/3/22 4:20,16,27.9,,63,1.6,2.4,0,0,26.66,40.397,39.3,36,34.0286,91.4,0,36.5,,3/3/22,3/3/22,32.99,0,0,,,
3/3/22 4:30,16,27.7,,65,1.9,2.8,0,0,26.67,40.334,38.6,35.8,35.321,71.27,0,36.2,,3/3/22,3/3/22,33.5732,0,0,,,
3/3/22 4:40,16,27.6,,64,2.4,3.2,0,0,26.67,40.3286,38.5,35.5,34.9232,70.66,0,36,,3/3/22,3/3/22,33.2618,0,0,,,
3/3/22 4:50,16,27.2,,64,1.5,3.1,0,0,26.67,40.2134,38.2,35.3,34.0592,53.78,0,35.8,,3/3/22,3/3/22,32.6012,0,0,,,
3/3/22 5:00,16,27,,64,1.5,2,0,0,26.67,40.2206,38.3,34.7,33.728,74.85,0,35.2,,3/3/22,3/3/22,32.018,0,0,,,
3/3/22 5:10,16,26.7,,64,1.2,2.3,0,0,26.67,40.2566,38,34.2,32.135,65.99,0,34.6,,3/3/22,3/3/22,31.1252,0,0,,,
3/3/22 5:20,16,26.8,,66,0.3,2.5,0,0,26.67,40.1396,37.3,33.6,33.1934,63.49,0,33.9,,3/3/22,3/3/22,31.397,0,0,,,
3/3/22 5:30,16,26.4,,66,3.2,3.9,0,0,26.66,40.1054,36.6,33.8,33.6812,67.67,0,34.6,,3/3/22,3/3/22,32.216,0,0,,,
3/3/22 5:40,16,26.3,,65,2.3,3,0,0,26.67,40.0694,37.2,34.1,34.0142,65.87,0,34.7,,3/3/22,3/3/22,32.198,0,0,,,
3/3/22 5:50,16,26.2,,63,2.7,3.3,0,0,26.67,40.1234,37.6,34.2,34.106,71.42,0,34.8,,3/3/22,3/3/22,32.2214,0,0,,,
3/3/22 6:00,16,26.1,,64,2.4,3.6,0,0,26.67,40.0514,37,34,34.0592,68.55,0,34.6,,3/3/22,3/3/22,32.0666,0,0,,,
3/3/22 6:10,16,26.2,,65,1.9,3.6,0,0,26.66,39.9344,37,33.9,33.4958,95.6,0,34.6,,3/3/22,3/3/22,31.8344,0,0,,,
3/3/22 6:20,16,26,,65,1.9,4.1,0,0,26.67,39.8894,36.7,33.4,34.2824,85.9,0,34,,3/3/22,3/3/22,32.5346,0,0,,,
3/3/22 6:30,16,26.1,,67,3.3,4.7,0,0,26.67,39.8156,36,33.6,33.4472,68.27,0,34.2,,3/3/22,3/3/22,31.7966,0,0,,,
3/3/22 6:40,16,26.2,,66,1.3,2.6,0,0,26.67,39.8354,36.3,33.3,32.5148,62.66,0,33.9,,3/3/22,3/3/22,31.019,0,0,,,
3/3/22 6:50,16,26.1,,65,3.3,4.3,0,1,26.66,39.7706,36.8,33.6,34.2824,60.62,0,34.4,,3/3/22,3/3/22,33.0008,0,0,,,
3/3/22 7:00,16,26.1,,65,0.8,3.4,0,2,26.66,39.7976,36.7,33.4,31.8146,95.8,0,34.1,,3/3/22,3/3/22,31.0676,0,0,,,
3/3/22 7:10,16,26.1,,67,2,3.1,0,8,26.66,39.6716,36,32.8,33.8558,134.1,0,33.5,,3/3/22,3/3/22,32.3798,0,0,,,
3/3/22 7:20,16,25.9,,68,3,3.7,0,23,26.67,39.677,35.4,33.2,34.322,68.56,0,33.8,,3/3/22,3/3/22,33.4274,0,0,,,
3/3/22 7:30,16,26.4,,68,2.7,3.6,0,39,26.66,39.641,35.8,33.7,35.0798,67.17,0,34.2,,3/3/22,3/3/22,34.8278,0,0,,,
3/3/22 7:40,16,26.7,,66,3.1,3.6,0,49,26.66,39.5546,37,34.6,36.2678,77.4,0,35.4,,3/3/22,3/3/22,36.3848,0,0,,,
3/3/22 7:50,16,27.1,,65,2.3,3.2,0,97,26.66,39.542,37.9,35.6,39.3134,75.4,0,36.4,,3/3/22,3/3/22,46.616,0,0,,,
3/3/22 8:00,16,27.8,,62,1.2,2.5,0,195,26.66,39.4574,39.8,36.8,44.258,114.2,0,38.5,,3/3/22,3/3/22,54.446,0,0,,,
3/3/22 8:10,16,28.8,,59,0.6,2.6,0,181,26.66,39.452,42.3,39.8,48.38,171.3,0,40.7,,3/3/22,3/3/22,56.714,0,0,,,
3/3/22 8:20,16,28.7,,54,0,0,0,130,26.66,39.47,44.3,41.7,44.7188,254.8,0,42.6,,3/3/22,3/3/22,47.03,0,0,,,
3/3/22 8:30,16,28.8,,55,0.2,0.9,0,138,26.65,39.3674,43.7,41.4,46.526,254.6,0,42.5,,3/3/22,3/3/22,51.008,0,0,,,
3/3/22 8:40,16,29.2,,53,0,0.3,0,214,26.67,39.326,45.3,43.6,47.966,254.6,0,44.4,,3/3/22,3/3/22,53.42,0,0,,,
3/3/22 8:50,16,29.9,,53,0.4,1.3,0,170,26.67,39.2,46.1,44.7,48.254,235.6,0,45.2,,3/3/22,3/3/22,53.006,0,0,,,
3/3/22 9:00,16,29.8,,52,0.7,1.8,0,249,26.67,39.3026,46.2,45.6,50.702,298.6,0,45.8,,3/3/22,3/3/22,59.702,0,0,,,
3/3/22 9:10,16,29.6,,51,0.6,1.9,0,283,26.67,39.1424,46.9,46.8,50.36,252.8,0,47,,3/3/22,3/3/22,58.424,0,0,,,
3/3/22 9:20,16,29.8,,50,1.4,3.4,0,314,26.66,39.218,47.6,47.5,55.976,281.5,0,47.8,,3/3/22,3/3/22,61.934,0,0,,,
3/3/22 9:30,16,29.8,,49,1.7,2.7,0,293,26.66,39.128,48,47.9,55.166,257.2,0,48.3,,3/3/22,3/3/22,60.98,0,0,,,
3/3/22 9:40,16,29.3,,48,1.8,3.6,0,290,26.66,39.1406,48.1,48.4,57.344,259.8,0,48.5,,3/3/22,3/3/22,68.468,0,0,,,
3/3/22 9:50,16,29.4,,45,0.5,3,0,382,26.67,39.074,50,49.8,57.074,159.5,0,50.4,,3/3/22,3/3/22,69.836,0,0,,,
3/3/22 10:00,16,28.6,,42,1.4,3.4,0,411,26.67,39.038,50.9,51.2,55.85,243.6,0,51.2,,3/3/22,3/3/22,65.03,0,0,,,
3/3/22 10:10,16,29.3,,43,1.4,3.4,0,367,26.66,38.993,51.2,51.3,56.498,127.8,0,51.2,,3/3/22,3/3/22,65.192,0,0,,,
3/3/22 10:20,16,29.7,,42,2.5,4.8,0,401,26.66,38.984,52.1,52.6,57.956,150,0,52.5,,3/3/22,3/3/22,65.804,0,0,,,
3/3/22 10:30,16,30.3,,41,1.3,2.8,0,396,26.66,39.0524,53.1,53.5,63.95,270.6,0,53.6,,3/3/22,3/3/22,71.006,0,0,,,
3/3/22 10:40,16,29.8,,38,0.2,1.4,0,401,26.66,38.948,55.2,55.3,61.808,156.7,0,55.2,,3/3/22,3/3/22,72.23,0,0,,,
3/3/22 10:50,16,29.5,,36,1.1,2.5,0,508,26.67,38.9786,56.2,56.2,66.236,265.3,0,56.1,,3/3/22,3/3/22,76.946,0,0,,,
3/3/22 11:00,16,29,,34,0.8,2.4,0,548,26.68,38.8814,56.7,56.8,66.758,222.6,0,56.7,,3/3/22,3/3/22,73.67,0,0,,,
3/3/22 11:10,16,29.3,,35,3.7,7.2,0,496,26.67,38.9084,56.6,56.8,66.074,255.4,0,56.8,,3/3/22,3/3/22,77.09,0,0,,,
3/3/22 11:20,16,29.3,,35,2.9,5.5,0,511,26.67,38.9426,56.3,56.8,66.344,272.4,0,56.7,,3/3/22,3/3/22,73.364,0,0,,,
3/3/22 11:30,16,29.2,,35,2.3,5.5,0,533,26.66,38.9714,56.7,57.2,64.796,249.3,0,57.1,,3/3/22,3/3/22,72.95,0,0,,,
3/3/22 11:40,16,30,,35,2.8,6,0,537,26.66,39.011,57.2,58,68.648,275.7,0,57.8,,3/3/22,3/3/22,73.274,0,0,,,
3/3/22 11:50,16,29.4,,34,1.6,5.7,0,516,26.67,39.056,57.5,58.1,68.63,234,0,58.3,,3/3/22,3/3/22,73.544,0,0,,,
3/3/22 12:00,16,30.7,,36,2.2,4.7,0,308,26.66,39.047,57.7,57.9,62.636,272.3,0,58,,3/3/22,3/3/22,68.972,0,0,,,
3/3/22 12:10,16,30.7,,36,2.2,4.1,0,319,26.66,39.0506,57.3,57.7,62.186,250.7,0,57.6,,3/3/22,3/3/22,68.378,0,0,,,
3/3/22 12:20,16,31,,36,2.1,3.6,0,343,26.66,39.0596,57.5,57.8,61.88,269.1,0,57.8,,3/3/22,3/3/22,68.234,0,0,,,
3/3/22 12:30,16,31.3,,36,2.5,4.6,0,423,26.65,39.1316,58.1,58.6,65.66,246.9,0,58.6,,3/3/22,3/3/22,70.844,0,0,,,
3/3/22 12:40,16,31.2,,36,2.5,5.5,0,404,26.66,39.209,58.4,58.9,63.806,258.2,0,58.9,,3/3/22,3/3/22,70.916,0,0,,,
3/3/22 12:50,16,31.5,,35,1.7,3,0,564,26.65,39.2684,59.2,59.8,72.734,264.4,0,59.6,,3/3/22,3/3/22,78.098,0,0,,,
3/3/22 13:00,16,31,,33,1.7,3.9,0,648,26.66,39.3224,60.6,60.9,68.72,146.3,0,60.8,,3/3/22,3/3/22,76.01,0,0,,,
3/3/22 13:10,16,31.5,,32,2.2,4.8,0,542,26.66,39.3476,61.2,61.2,70.34,236.2,0,61.2,,3/3/22,3/3/22,72.302,0,0,,,
3/3/22 13:20,16,31.7,,32,2.1,4.4,0,616,26.65,39.4016,61.8,62.5,73.382,189,0,62.4,,3/3/22,3/3/22,78.008,0,0,,,
3/3/22 13:30,16,31.4,,30,1.3,5,0,640,26.65,39.461,63,63.2,71.6,168.2,0,62.8,,3/3/22,3/3/22,73.634,0,0,,,
3/3/22 13:40,16,30.4,,29,3.6,5.6,0,692,26.65,39.5906,63.4,64.4,71.222,179.3,0,64.1,,3/3/22,3/3/22,74.498,0,0,,,
3/3/22 13:50,16,30.2,,27,1.9,4.8,0,623,26.66,39.6464,64.6,65.4,68.594,182.3,0,65,,3/3/22,3/3/22,72.068,0,0,,,
3/3/22 14:00,16,27.5,,24,2,5.1,0,625,26.65,39.704,64.9,65.6,73.58,133.3,0,65.2,,3/3/22,3/3/22,77.81,0,0,,,
3/3/22 14:10,16,25.6,,22,2.5,4.5,0,459,26.64,39.785,65.9,67,70.394,151.6,0,66.4,,3/3/22,3/3/22,73.382,0,0,,,
3/3/22 14:20,16,25.4,,21,2.6,6.5,0,514,26.65,39.8066,66.3,67.2,72.464,207,0,66.8,,3/3/22,3/3/22,74.39,0,0,,,
3/3/22 14:30,16,24.7,,20,2.1,5.6,0,549,26.65,39.9434,66.8,67.7,73.076,174.7,0,67.3,,3/3/22,3/3/22,74.21,0,0,,,
3/3/22 14:40,16,24.7,,20,3.2,6.8,0,567,26.66,40.0874,67,68.3,70.304,170.6,0,67.5,,3/3/22,3/3/22,73.958,0,0,,,
3/3/22 14:50,16,23.7,,20,3.5,7,0,373,26.65,40.055,66.5,67.3,68.18,131.6,0,66.8,,3/3/22,3/3/22,71.402,0,0,,,
3/3/22 15:00,16,25.4,,21,2.7,4.8,0,382,26.65,40.244,66.6,67.2,72.464,151.2,0,66.9,,3/3/22,3/3/22,75.164,0,0,,,
3/3/22 15:10,16,24.7,,20,4.4,8.5,0,336,26.65,40.388,66.5,67.2,67.856,140.2,0,66.9,,3/3/22,3/3/22,70.646,0,0,,,
3/3/22 15:20,16,23.3,,20,4.2,7.1,0,361,26.65,40.4996,66,66.5,70.7,141.5,0,66.3,,3/3/22,3/3/22,75.794,0,0,,,
3/3/22 15:30,16,23.5,,19,4.7,8.9,0,527,26.65,40.568,66.7,67.9,70.79,150.6,0,67.4,,3/3/22,3/3/22,74.03,0,0,,,
3/3/22 15:40,16,24.1,,20,4,7.2,0,242,26.65,40.7174,66.8,67.3,67.748,157.9,0,67,,3/3/22,3/3/22,70.106,0,0,,,
3/3/22 15:50,16,23.5,,20,2.7,5.7,0,257,26.64,40.8884,66.4,66.7,67.892,139,0,66.5,,3/3/22,3/3/22,69.872,0,0,,,
3/3/22 16:00,16,22.8,,19,3.4,6.7,0,179,26.64,41.0234,66.3,66.3,67.316,125.4,0,66.3,,3/3/22,3/3/22,69.35,0,0,,,
3/3/22 16:10,16,21.8,,18,2.6,5.2,0,170,26.64,41.0594,66.1,66,67.802,120,0,66.1,,3/3/22,3/3/22,70.052,0,0,,,
3/3/22 16:20,16,21.5,,18,2.1,7.7,0,171,26.63,41.117,66.2,66,66.902,138.9,0,66.1,,3/3/22,3/3/22,68.324,0,0,,,
3/3/22 16:30,16,20.2,,17,1.6,7.7,0,251,26.64,41.297,66.3,66.2,70.25,123.7,0,66.3,,3/3/22,3/3/22,79.124,0,0,,,
3/3/22 16:40,16,20.2,,17,1.2,6,0,182,26.63,41.495,66.7,66.6,66.434,94.6,0,66.4,,3/3/22,3/3/22,69.224,0,0,,,
3/3/22 16:50,16,21.4,,18,1.8,4.2,0,303,26.63,41.5346,66.8,67.1,68.792,141.2,0,66.6,,3/3/22,3/3/22,78.008,0,0,,,
3/3/22 17:00,16,20.9,,17,3.4,7.5,0,290,26.63,41.6804,67,67.6,67.586,147.4,0,67,,3/3/22,3/3/22,75.992,0,0,,,
3/3/22 17:10,16,21.7,,18,2.6,5.9,0,193,26.63,41.7344,66.9,66.9,65.732,162,0,66.7,,3/3/22,3/3/22,66.956,0,0,,,
3/3/22 17:20,16,21.7,,18,0.7,2.6,0,119,26.63,41.846,66.7,65.8,64.472,181.7,0,65.9,,3/3/22,3/3/22,64.616,0,0,,,
3/3/22 17:30,16,20.9,,18,1.6,3.1,0,101,26.62,41.9936,66.1,65.5,64.562,157.4,0,65.5,,3/3/22,3/3/22,66.578,0,0,,,
3/3/22 17:40,16,21,,18,2.3,4.3,0,88,26.62,42.0584,65.8,65,63.176,151.4,0,65.3,,3/3/22,3/3/22,62.672,0,0,,,
3/3/22 17:50,16,20.1,,18,1,2.3,0,37,26.62,42.0836,65,63.6,60.962,138.9,0,64.1,,3/3/22,3/3/22,59.18,0,0,,,
3/3/22 18:00,16,20.3,,18,0.1,1,0,25,26.61,42.2474,64.1,60.9,58.352,108.4,0,61.6,,3/3/22,3/3/22,55.85,0,0,,,
3/3/22 18:10,16,21,,20,2,3.5,0,14,26.62,42.287,62.5,58,57.578,70.58,0,59.3,,3/3/22,3/3/22,55.112,0,0,,,
3/3/22 18:20,16,22.8,,23,2.5,3.1,0,5,26.62,42.395,60.3,55.9,53.654,73.82,0,56.8,,3/3/22,3/3/22,51.764,0,0,,,
3/3/22 18:30,16,22.4,,24,2,2.8,0,2,26.62,42.4526,59.1,55,54.428,101,0,56,,3/3/22,3/3/22,52.196,0,0,,,
3/3/22 18:40,16,23.2,,26,2.3,3,0,0,26.62,42.5786,57.6,53.6,54.122,82.4,0,54.4,,3/3/22,3/3/22,51.116,0,0,,,
3/3/22 18:50,16,22.8,,26,2.5,3,0,0,26.62,42.6686,57.1,52.7,52.07,93.2,0,53.6,,3/3/22,3/3/22,49.478,0,0,,,
3/3/22 19:00,16,22.7,,26,2.5,3.1,0,0,26.62,42.7046,56.9,51.9,50.702,95.8,0,53,,3/3/22,3/3/22,48.668,0,0,,,
3/3/22 19:10,16,22.7,,26,2.4,3.8,0,0,26.62,42.782,57.2,51.7,49.82,98.1,0,53,,3/3/22,3/3/22,47.948,0,0,,,
3/3/22 19:20,16,23.4,,28,2.3,3.8,0,0,26.62,42.782,56.3,51.2,51.476,111.5,0,52.4,,3/3/22,3/3/22,49.37,0,0,,,
3/3/22 19:30,16,23.1,,28,2.7,4,0,0,26.62,42.8324,55.8,50.8,49.676,87.2,0,52,,3/3/22,3/3/22,48.02,0,0,,,
3/3/22 19:40,16,23.6,,30,2.1,3.7,0,0,26.62,42.8594,54.6,50.2,49.424,151.5,0,51.1,,3/3/22,3/3/22,47.084,0,0,,,
3/3/22 19:50,16,23.6,,30,2.4,4.6,0,0,26.62,42.9404,54.1,48.9,48.524,110.4,0,49.9,,3/3/22,3/3/22,46.778,0,0,,,
3/3/22 20:00,16,23.9,,31,3.6,5.2,0,0,26.62,42.998,53.6,49.8,51.692,135.1,0,51.1,,3/3/22,3/3/22,49.604,0,0,,,
3/3/22 20:10,16,23.6,,30,3.8,6.5,0,0,26.62,43.0196,54.3,50.4,52.502,119.8,0,51.8,,3/3/22,3/3/22,49.856,0,0,,,
3/3/22 20:20,16,23.9,,30,3.8,6.7,0,0,26.62,43.0376,54.3,50.8,50.666,109.7,0,52.1,,3/3/22,3/3/22,49.082,0,0,,,
3/3/22 20:30,16,23.5,,30,3.3,5.4,0,0,26.62,43.0484,54.5,49.3,49.28,97.8,0,50.7,,3/3/22,3/3/22,47.732,0,0,,,
3/3/22 20:40,16,23.2,,28,2.8,4.8,0,0,26.61,43.0754,55.7,49.7,50.684,140.8,0,51.7,,3/3/22,3/3/22,48.992,0,0,,,
3/3/22 20:50,16,22.1,,24,3.9,6.5,0,0,26.61,43.0484,58.8,53.3,55.94,116.2,0,55.3,,3/3/22,3/3/22,53.312,0,0,,,
3/3/22 21:00,16,22.1,,23,3.6,5.1,0,0,26.61,43.1294,59.7,54.8,54.824,116.8,0,56.8,,3/3/22,3/3/22,52.88,0,0,,,
3/3/22 21:10,16,22.1,,24,3.9,5.6,0,0,26.62,43.115,59.3,53.9,55.544,98.5,0,55.8,,3/3/22,3/3/22,53.258,0,0,,,
3/3/22 21:20,16,22.3,,24,3.2,4.8,0,0,26.61,43.106,58.6,52.7,54.662,102.7,0,54.4,,3/3/22,3/3/22,52.088,0,0,,,
3/3/22 21:30,16,22.5,,25,2.6,5,0,0,26.62,43.1294,57.9,52.1,52.25,91.2,0,53.7,,3/3/22,3/3/22,49.784,0,0,,,
3/3/22 21:40,16,22.1,,25,2.6,4.6,0,0,26.62,43.1024,57.5,51.6,52.502,103.6,0,53.1,,3/3/22,3/3/22,49.406,0,0,,,
3/3/22 21:50,16,21.6,,24,3.6,5.7,0,0,26.61,43.088,57.9,51.4,53.51,93,0,53.4,,3/3/22,3/3/22,50.504,0,0,,,
3/3/22 22:00,16,21.3,,23,4.1,5.5,0,0,26.61,43.043,58.7,53,54.572,106.2,0,55.3,,3/3/22,3/3/22,51.638,0,0,,,
3/3/22 22:10,16,21.2,,23,2.9,4.9,0,0,26.61,43.0484,58.9,52.8,53.762,111.4,0,55.2,,3/3/22,3/3/22,50.558,0,0,,,
3/3/22 22:20,16,22,,25,2.3,4,0,0,26.61,43.07,57.2,50.3,48.506,133.7,0,52.4,,3/3/22,3/3/22,46.796,0,0,,,
3/3/22 22:30,16,24.6,,34,1.8,4.4,0,0,26.61,43.0394,52.4,48,46.211,148.8,0,49.5,,3/3/22,3/3/22,44.9186,0,0,,,
3/3/22 22:40,16,24.8,,36,1.2,3.6,0,0,26.61,43.0034,50.8,46.3,45.248,193.1,0,47.7,,3/3/22,3/3/22,43.565,0,0,,,
3/3/22 22:50,16,26.6,,42,1.7,3.1,0,0,26.61,43.043,48.8,45.1,44.4902,115,0,46.1,,3/3/22,3/3/22,43.178,0,0,,,
3/3/22 23:00,16,27.5,,45,1,2.7,0,0,26.61,43.0016,47.7,44.7,43.6352,252.5,0,45.6,,3/3/22,3/3/22,43.2176,0,0,,,
3/3/22 23:10,16,28.3,,48,1.4,3.5,0,0,26.61,42.9764,47,44.1,44.888,240.7,0,45,,3/3/22,3/3/22,43.5164,0,0,,,
3/3/22 23:20,16,28.8,,49,1.6,3.4,0,0,26.61,42.98,47.1,44,46.0094,188.5,0,45.2,,3/3/22,3/3/22,44.3696,0,0,,,
3/3/22 23:30,16,29,,48,1.7,2.5,0,0,26.61,42.926,47.5,44.6,44.3336,94.1,0,45.4,,3/3/22,3/3/22,43.3004,0,0,,,
3/3/22 23:40,16,29.1,,49,1.3,3.1,0,0,26.61,42.8504,47.5,44.6,44.4974,179.6,0,45.2,,3/3/22,3/3/22,43.1852,0,0,,,
3/3/22 23:50,16,28.8,,49,2.4,3.6,0,0,26.6,42.8774,46.7,44,44.6792,68.94,0,44.8,,3/3/22,3/3/22,43.268,0,0,,,